Variable,Year,Value,RSE,Industry
Interest paid ($),2011,96260.0,9.0,Cropping
Lambs at 30 June (no.),2011,270.0,9.0,Cropping
Land rent ($),2011,21300.0,12.0,Cropping
Leasing charges ($),2011,2620.0,42.0,Cropping
Livestock materials ($),2011,4530.0,13.0,Cropping
Livestock transfers - inwards ($),2011,200.0,85.0,Cropping
Livestock transfers - outward ($),2011,630.0,83.0,Cropping
Lupins area sown (ha),2011,51.0,17.0,Cropping
Lupins produced (t),2011,46.0,19.0,Cropping
Lupins receipts ($),2011,16710.0,29.0,Cropping
Net capital additions ($),2011,144960.0,32.0,Cropping
Oats area sown (ha),2011,19.0,22.0,Cropping
Oats produced (t),2011,22.0,30.0,Cropping
Oats receipts ($),2011,3850.0,60.0,Cropping
Off farm contracts ($),2011,26500.0,99.0,Cropping
Off farm sharefarming ($),2011,26280.0,23.0,Cropping
Off-farm work for owner manager (hrsperwk),2011,3.0,37.0,Cropping
Off-farm work for spouse (hrsperwk),2011,10.0,11.0,Cropping
Oilseeds area sown (ha),2011,102.0,11.0,Cropping
Oilseeds produced (t),2011,125.0,12.0,Cropping
Oilseeds receipts ($),2011,92400.0,12.0,Cropping
Other administration expenses ($),2011,11790.0,17.0,Cropping
Other farm income ($),2011,53420.0,9.0,Cropping
Other livestock purchased ($),2011,10.0,105.0,Cropping
Other livestock receipts ($),2011,770.0,74.0,Cropping
Other materials ($),2011,5900.0,13.0,Cropping
Other services ($),2011,16680.0,33.0,Cropping
Payments to sharefarmers ($),2011,6680.0,45.0,Cropping
Population,2011,9955.0,,Cropping
Produce purchased for resale ($),2011,270.0,121.0,Cropping
Profit at full equity ($),2011,335130.0,8.0,Cropping
Profit at full equity including capital appreciation ($),2011,343400.0,10.0,Cropping
Rams at 30 June (no.),2011,13.0,17.0,Cropping
Rate of return ex. capital appreciation (%),2011,4.9,8.0,Cropping
Rate of return inc. capital appreciation (%),2011,5.0,9.0,Cropping
Repairs and maintenance ($),2011,64400.0,9.0,Cropping
Rice area sown (ha),2011,5.0,33.0,Cropping
Sample Contributing,2011,334.0,,Cropping
Seed ($),2011,11350.0,10.0,Cropping
Shearing crutching ($),2011,6750.0,10.0,Cropping
Sheep and lambs shorn (no.),2011,763.0,8.0,Cropping
Sheep flock at 30 June (no.),2011,790.0,8.0,Cropping
Sheep purchased ($),2011,14280.0,15.0,Cropping
Sheep purchased (no.),2011,88.0,18.0,Cropping
Sheep receipts ($),2011,65950.0,8.0,Cropping
Sheep sold (no.),2011,375.0,8.0,Cropping
Shire and PPB rates ($),2011,14320.0,5.0,Cropping
Sorghum area sown (ha),2011,30.0,16.0,Cropping
Sorghum produced (t),2011,109.0,17.0,Cropping
Sorghum receipts ($),2011,26090.0,14.0,Cropping
Steers and other beef cattle at 30 June (no.),2011,8.0,43.0,Cropping
Stores and rations ($),2011,290.0,36.0,Cropping
Telephone ($),2011,4570.0,6.0,Cropping
Total area cropped (ha),2011,1257.0,5.0,Cropping
Total area irrigated (ha),2011,,,Cropping
Total cash costs ($),2011,773340.0,6.0,Cropping
Total cash receipts ($),2011,1098890.0,5.0,Cropping
Total closing capital ($),2011,6819320.0,5.0,Cropping
Total crop gross receipts ($),2011,864590.0,5.0,Cropping
Total family income ($),2011,288690.0,9.0,Cropping
Total freight ($),2011,34470.0,9.0,Cropping
Total labor used (weeks),2011,110.0,3.0,Cropping
Total non farm income ($),2011,49010.0,8.0,Cropping
Total off farm wages ($),2011,28540.0,12.0,Cropping
Total wool sold (kg),2011,3835.0,10.0,Cropping
Value of land and fixed improvements ($),2011,5447410.0,6.0,Cropping
Vet fees ($),2011,420.0,22.0,Cropping
Wages for hired labor ($),2011,26640.0,11.0,Cropping
Water charges ($),2011,7920.0,20.0,Cropping
Wethers at 30 June (no.),2011,36.0,23.0,Cropping
Wheat area sown (ha),2011,713.0,5.0,Cropping
Wheat produced (t),2011,1465.0,6.0,Cropping
Wheat receipts ($),2011,485510.0,6.0,Cropping
Wheat sold (t),2011,1344.0,7.0,Cropping
Wool cut per head (kg),2011,4.5,3.0,Cropping
Wool produced (kg),2011,3418.0,9.0,Cropping
Wool receipts ($),2011,32850.0,11.0,Cropping
AI stud fees and herd testing ($),2011,10750.0,8.0,Dairy
Accounting services ($),2011,4770.0,9.0,Dairy
Advisory services ($),2011,1120.0,18.0,Dairy
Age of owner manager (yrs),2011,53.0,2.0,Dairy
Age of spouse (yrs),2011,50.0,2.0,Dairy
Agistment ($),2011,7150.0,16.0,Dairy
Area operated at 30 June (ha),2011,236.0,5.0,Dairy
Beef cattle purchased ($),2011,330.0,81.0,Dairy
Beef cattle receipts ($),2011,7800.0,21.0,Dairy
Beef cattle sold (no.),2011,8.0,18.0,Dairy
Beef herd at 30 June (no.),2011,15.0,25.0,Dairy
Buildup in trading stocks ($),2011,31020.0,19.0,Dairy
Capital appreciation ($),2011,-148640.0,27.0,Dairy
Capital at 1 July ($),2011,4965810.0,4.0,Dairy
Change in farm debt ($),2011,5170.0,389.0,Dairy
Contracts - cropping ($),2011,18340.0,13.0,Dairy
Contracts - livestock ($),2011,3700.0,41.0,Dairy
Crop and pasture chemicals ($),2011,4400.0,14.0,Dairy
Dairy cattle at June 30 (no.),2011,347.0,4.0,Dairy
Dairy cattle purchased ($),2011,10960.0,14.0,Dairy
Dairy cattle purchased (no.),2011,6.0,15.0,Dairy
Dairy cattle sold ($),2011,57140.0,7.0,Dairy
Dairy cattle sold (no.),2011,143.0,5.0,Dairy
Dairy cows at 30 June (no.),2011,219.0,4.0,Dairy
Dairy cows mated (no.),2011,214.0,4.0,Dairy
Dairy supplies ($),2011,13280.0,8.0,Dairy
Depreciation ($),2011,47710.0,6.0,Dairy
Electricity ($),2011,18440.0,5.0,Dairy
Equity ratio at 30 June (%),2011,81.0,2.0,Dairy
Family share of farm income ($),2011,154130.0,12.0,Dairy
Farm business debt at 30 June ($),2011,952980.0,7.0,Dairy
Farm business equity June 30 ($),2011,3947680.0,5.0,Dairy
Farm business profit ($),2011,96540.0,18.0,Dairy
Farm cash income ($),2011,199850.0,9.0,Dairy
Farm liquid assets at 30 June ($),2011,176930.0,12.0,Dairy
Fertiliser ($),2011,42830.0,8.0,Dairy
Fodder ($),2011,171780.0,5.0,Dairy
Fuel oil and grease ($),2011,19450.0,5.0,Dairy
Handling and marketing ($),2011,14350.0,7.0,Dairy
Hours worked on farm - total (hrsperwk),2011,136.0,3.0,Dairy
Hours worked on farm by owner manager (hrsperwk),2011,59.0,3.0,Dairy
Hours worked on farm by spouse (hrsperwk),2011,24.0,9.0,Dairy
Imputed labor cost ($),2011,86630.0,3.0,Dairy
Insurance ($),2011,10640.0,6.0,Dairy
Interest paid ($),2011,76090.0,8.0,Dairy
Land rent ($),2011,17160.0,29.0,Dairy
Leasing charges ($),2011,1630.0,32.0,Dairy
Livestock materials ($),2011,8940.0,13.0,Dairy
Livestock transfers - inwards ($),2011,0.0,,Dairy
Livestock transfers - outward ($),2011,110.0,46.0,Dairy
Manufacturing milk (ltrs),2011,,,Dairy
Market milk (ltrs),2011,,,Dairy
Milk produced (ltrs),2011,1205639.0,4.0,Dairy
Milk receipts excluding freight ($),2011,733430.0,4.0,Dairy
Net capital additions ($),2011,77600.0,43.0,Dairy
Off farm contracts ($),2011,3350.0,43.0,Dairy
Off farm sharefarming ($),2011,10.0,150.0,Dairy
Off-farm work for owner manager (hrsperwk),2011,2.0,59.0,Dairy
Off-farm work for spouse (hrsperwk),2011,6.0,35.0,Dairy
Other administration expenses ($),2011,6450.0,11.0,Dairy
Other farm income ($),2011,19910.0,13.0,Dairy
Other livestock purchased ($),2011,350.0,81.0,Dairy
Other livestock receipts ($),2011,1060.0,63.0,Dairy
Other materials ($),2011,4730.0,16.0,Dairy
Other services ($),2011,7710.0,10.0,Dairy
Payments to sharefarmers ($),2011,16050.0,28.0,Dairy
Population,2011,7501.0,,Dairy
Produce purchased for resale ($),2011,0.0,,Dairy
Profit at full equity ($),2011,191010.0,9.0,Dairy
Profit at full equity including capital appreciation ($),2011,42370.0,111.0,Dairy
Rate of return ex. capital appreciation (%),2011,3.9,7.0,Dairy
Rate of return inc. capital appreciation (%),2011,0.9,109.0,Dairy
Repairs and maintenance ($),2011,50350.0,7.0,Dairy
Sample Contributing,2011,314.0,,Dairy
Seed ($),2011,5720.0,8.0,Dairy
Shearing crutching ($),2011,50.0,68.0,Dairy
Shire and PPB rates ($),2011,8790.0,7.0,Dairy
Stores and rations ($),2011,100.0,45.0,Dairy
Telephone ($),2011,3000.0,8.0,Dairy
Total area cropped (ha),2011,91.0,6.0,Dairy
Total area irrigated (ha),2011,,,Dairy
Total cash costs ($),2011,627640.0,4.0,Dairy
Total cash receipts ($),2011,827500.0,4.0,Dairy
Total closing capital ($),2011,4918580.0,4.0,Dairy
Total crop gross receipts ($),2011,4710.0,44.0,Dairy
Total family income ($),2011,188570.0,9.0,Dairy
Total freight ($),2011,8460.0,12.0,Dairy
Total labor used (weeks),2011,135.0,3.0,Dairy
Total non farm income ($),2011,30830.0,18.0,Dairy
Total off farm wages ($),2011,13560.0,31.0,Dairy
Value of land and fixed improvements ($),2011,3978590.0,4.0,Dairy
Vet fees ($),2011,10310.0,8.0,Dairy
Wages for hired labor ($),2011,38270.0,10.0,Dairy
Water charges ($),2011,11230.0,13.0,Dairy
AI stud fees and herd testing ($),2011,480.0,56.0,Mixed
Accounting services ($),2011,4710.0,6.0,Mixed
Advisory services ($),2011,1860.0,16.0,Mixed
Age of owner manager (yrs),2011,57.0,2.0,Mixed
Age of spouse (yrs),2011,54.0,2.0,Mixed
Agistment ($),2011,990.0,38.0,Mixed
Area operated at 30 June (ha),2011,2055.0,15.0,Mixed
Barley area sown (ha),2011,85.0,9.0,Mixed
Barley produced (t),2011,175.0,9.0,Mixed
Barley receipts ($),2011,44720.0,10.0,Mixed
Beef bulls at 30 June (no.),2011,2.0,19.0,Mixed
Beef calves at 30 June (no.),2011,34.0,12.0,Mixed
Beef cattle purchased ($),2011,18980.0,32.0,Mixed
Beef cattle purchased (no.),2011,21.0,32.0,Mixed
Beef cattle receipts ($),2011,65210.0,16.0,Mixed
Beef cattle sold (no.),2011,52.0,14.0,Mixed
Beef cattle transferred off farm (no.),2011,1.0,99.0,Mixed
Beef cattle transferred onto farm (no.),2011,0.0,,Mixed
Beef cows at 30 June (no.),2011,54.0,11.0,Mixed
Beef heifers at 30 June (no.),2011,11.0,19.0,Mixed
Beef herd at 30 June (no.),2011,123.0,10.0,Mixed
Branding rate (%),2011,84.4,4.0,Mixed
Buildup in trading stocks ($),2011,47690.0,17.0,Mixed
Canola area sown (ha),2011,58.0,15.0,Mixed
Canola produced (t),2011,74.0,13.0,Mixed
Canola receipts ($),2011,56950.0,13.0,Mixed
Capital appreciation ($),2011,-7560.0,403.0,Mixed
Capital at 1 July ($),2011,5786910.0,5.0,Mixed
Change in farm debt ($),2011,36120.0,38.0,Mixed
Contracts - cropping ($),2011,23530.0,14.0,Mixed
Contracts - livestock ($),2011,1640.0,31.0,Mixed
Cotton receipts ($),2011,3250.0,62.0,Mixed
Crop and pasture chemicals ($),2011,42560.0,6.0,Mixed
Dairy cattle at June 30 (no.),2011,0.0,,Mixed
Depreciation ($),2011,70310.0,4.0,Mixed
Electricity ($),2011,4260.0,6.0,Mixed
Equity ratio at 30 June (%),2011,87.0,1.0,Mixed
Ewes at 30 June (no.),2011,1011.0,6.0,Mixed
Family share of farm income ($),2011,128530.0,14.0,Mixed
Farm business debt at 30 June ($),2011,768300.0,7.0,Mixed
Farm business equity June 30 ($),2011,4920630.0,5.0,Mixed
Farm business profit ($),2011,92310.0,17.0,Mixed
Farm cash income ($),2011,191130.0,7.0,Mixed
Farm liquid assets at 30 June ($),2011,195420.0,12.0,Mixed
Fertiliser ($),2011,58050.0,5.0,Mixed
Field peas area sown (ha),2011,3.0,33.0,Mixed
Field peas produced (t),2011,4.0,35.0,Mixed
Field peas receipts ($),2011,1040.0,40.0,Mixed
Fodder ($),2011,5710.0,22.0,Mixed
Fuel oil and grease ($),2011,38200.0,5.0,Mixed
Grain legumes area sown (ha),2011,39.0,16.0,Mixed
Grain legumes produced (t),2011,46.0,13.0,Mixed
Grain legumes receipts ($),2011,12630.0,20.0,Mixed
Handling and marketing ($),2011,18070.0,8.0,Mixed
Hours worked on farm - total (hrsperwk),2011,92.0,3.0,Mixed
Hours worked on farm by owner manager (hrsperwk),2011,50.0,3.0,Mixed
Hours worked on farm by spouse (hrsperwk),2011,15.0,9.0,Mixed
Imputed labor cost ($),2011,76200.0,3.0,Mixed
Insurance ($),2011,12860.0,5.0,Mixed
Interest paid ($),2011,56020.0,7.0,Mixed
Lambs at 30 June (no.),2011,488.0,9.0,Mixed
Land rent ($),2011,12630.0,12.0,Mixed
Leasing charges ($),2011,2040.0,37.0,Mixed
Livestock materials ($),2011,7990.0,11.0,Mixed
Livestock transfers - inwards ($),2011,240.0,155.0,Mixed
Livestock transfers - outward ($),2011,870.0,67.0,Mixed
Lupins area sown (ha),2011,19.0,26.0,Mixed
Lupins produced (t),2011,20.0,21.0,Mixed
Lupins receipts ($),2011,3440.0,31.0,Mixed
Net capital additions ($),2011,-11680.0,572.0,Mixed
Oats area sown (ha),2011,37.0,12.0,Mixed
Oats produced (t),2011,44.0,17.0,Mixed
Oats receipts ($),2011,6170.0,31.0,Mixed
Off farm contracts ($),2011,9000.0,17.0,Mixed
Off farm sharefarming ($),2011,3140.0,36.0,Mixed
Off-farm work for owner manager (hrsperwk),2011,3.0,30.0,Mixed
Off-farm work for spouse (hrsperwk),2011,9.0,13.0,Mixed
Oilseeds area sown (ha),2011,60.0,15.0,Mixed
Oilseeds produced (t),2011,75.0,12.0,Mixed
Oilseeds receipts ($),2011,55830.0,13.0,Mixed
Other administration expenses ($),2011,6340.0,7.0,Mixed
Other farm income ($),2011,31780.0,12.0,Mixed
Other livestock purchased ($),2011,80.0,48.0,Mixed
Other livestock receipts ($),2011,250.0,36.0,Mixed
Other materials ($),2011,4840.0,12.0,Mixed
Other services ($),2011,8820.0,12.0,Mixed
Payments to sharefarmers ($),2011,4050.0,57.0,Mixed
Population,2011,13376.0,,Mixed
Produce purchased for resale ($),2011,80.0,97.0,Mixed
Profit at full equity ($),2011,162200.0,10.0,Mixed
Profit at full equity including capital appreciation ($),2011,154630.0,21.0,Mixed
Rams at 30 June (no.),2011,23.0,10.0,Mixed
Rate of return ex. capital appreciation (%),2011,2.8,9.0,Mixed
Rate of return inc. capital appreciation (%),2011,2.7,21.0,Mixed
Repairs and maintenance ($),2011,41790.0,5.0,Mixed
Rice area sown (ha),2011,1.0,49.0,Mixed
Sample Contributing,2011,346.0,,Mixed
Seed ($),2011,6830.0,11.0,Mixed
Shearing crutching ($),2011,12740.0,8.0,Mixed
Sheep and lambs shorn (no.),2011,1662.0,7.0,Mixed
Sheep flock at 30 June (no.),2011,1629.0,6.0,Mixed
Sheep purchased ($),2011,24610.0,15.0,Mixed
Sheep purchased (no.),2011,120.0,19.0,Mixed
Sheep receipts ($),2011,128110.0,8.0,Mixed
Sheep sold (no.),2011,759.0,7.0,Mixed
Shire and PPB rates ($),2011,11720.0,4.0,Mixed
Sorghum area sown (ha),2011,8.0,31.0,Mixed
Sorghum produced (t),2011,25.0,34.0,Mixed
Sorghum receipts ($),2011,4530.0,44.0,Mixed
Steers and other beef cattle at 30 June (no.),2011,21.0,17.0,Mixed
Stores and rations ($),2011,170.0,73.0,Mixed
Telephone ($),2011,3760.0,6.0,Mixed
Total area cropped (ha),2011,546.0,5.0,Mixed
Total area irrigated (ha),2011,,,Mixed
Total cash costs ($),2011,468260.0,4.0,Mixed
Total cash receipts ($),2011,659390.0,4.0,Mixed
Total closing capital ($),2011,5803440.0,5.0,Mixed
Total crop gross receipts ($),2011,349950.0,5.0,Mixed
Total family income ($),2011,181920.0,10.0,Mixed
Total freight ($),2011,16180.0,7.0,Mixed
Total labor used (weeks),2011,97.0,3.0,Mixed
Total non farm income ($),2011,50400.0,9.0,Mixed
Total off farm wages ($),2011,29370.0,15.0,Mixed
Total wool sold (kg),2011,7418.0,7.0,Mixed
Value of land and fixed improvements ($),2011,4776470.0,6.0,Mixed
Vet fees ($),2011,860.0,21.0,Mixed
Wages for hired labor ($),2011,12530.0,14.0,Mixed
Water charges ($),2011,1990.0,21.0,Mixed
Wethers at 30 June (no.),2011,106.0,13.0,Mixed
Wheat area sown (ha),2011,285.0,7.0,Mixed
Wheat produced (t),2011,650.0,5.0,Mixed
Wheat receipts ($),2011,212580.0,6.0,Mixed
Wheat sold (t),2011,609.0,5.0,Mixed
Wool cut per head (kg),2011,4.3,2.0,Mixed
Wool produced (kg),2011,7171.0,7.0,Mixed
Wool receipts ($),2011,71090.0,8.0,Mixed
AI stud fees and herd testing ($),2011,620.0,91.0,Sheep
Accounting services ($),2011,4290.0,8.0,Sheep
Advisory services ($),2011,730.0,33.0,Sheep
Age of owner manager (yrs),2011,58.0,2.0,Sheep
Age of spouse (yrs),2011,54.0,2.0,Sheep
Agistment ($),2011,970.0,34.0,Sheep
Area operated at 30 June (ha),2011,4767.0,14.0,Sheep
Barley area sown (ha),2011,19.0,34.0,Sheep
Barley produced (t),2011,29.0,38.0,Sheep
Barley receipts ($),2011,8600.0,39.0,Sheep
Beef bulls at 30 June (no.),2011,1.0,20.0,Sheep
Beef calves at 30 June (no.),2011,14.0,24.0,Sheep
Beef cattle purchased ($),2011,7270.0,28.0,Sheep
Beef cattle purchased (no.),2011,8.0,31.0,Sheep
Beef cattle receipts ($),2011,25690.0,27.0,Sheep
Beef cattle sold (no.),2011,23.0,24.0,Sheep
Beef cattle transferred off farm (no.),2011,0.0,193.0,Sheep
Beef cattle transferred onto farm (no.),2011,0.0,122.0,Sheep
Beef cows at 30 June (no.),2011,25.0,21.0,Sheep
Beef heifers at 30 June (no.),2011,4.0,21.0,Sheep
Beef herd at 30 June (no.),2011,51.0,18.0,Sheep
Branding rate (%),2011,85.9,3.0,Sheep
Buildup in trading stocks ($),2011,31420.0,28.0,Sheep
Canola area sown (ha),2011,9.0,41.0,Sheep
Canola produced (t),2011,9.0,37.0,Sheep
Canola receipts ($),2011,8620.0,41.0,Sheep
Capital appreciation ($),2011,-4980.0,235.0,Sheep
Capital at 1 July ($),2011,3967700.0,5.0,Sheep
Change in farm debt ($),2011,-2390.0,372.0,Sheep
Contracts - cropping ($),2011,7220.0,18.0,Sheep
Contracts - livestock ($),2011,2220.0,21.0,Sheep
Cotton receipts ($),2011,0.0,,Sheep
Crop and pasture chemicals ($),2011,11160.0,25.0,Sheep
Dairy cattle at June 30 (no.),2011,0.0,123.0,Sheep
Depreciation ($),2011,38950.0,8.0,Sheep
Electricity ($),2011,3160.0,6.0,Sheep
Equity ratio at 30 June (%),2011,90.0,1.0,Sheep
Ewes at 30 June (no.),2011,1670.0,5.0,Sheep
Family share of farm income ($),2011,107990.0,13.0,Sheep
Farm business debt at 30 June ($),2011,394610.0,13.0,Sheep
Farm business equity June 30 ($),2011,3603370.0,5.0,Sheep
Farm business profit ($),2011,67040.0,22.0,Sheep
Farm cash income ($),2011,141960.0,10.0,Sheep
Farm liquid assets at 30 June ($),2011,239070.0,17.0,Sheep
Fertiliser ($),2011,24650.0,16.0,Sheep
Field peas area sown (ha),2011,1.0,116.0,Sheep
Field peas produced (t),2011,1.0,131.0,Sheep
Field peas receipts ($),2011,270.0,106.0,Sheep
Fodder ($),2011,7250.0,21.0,Sheep
Fuel oil and grease ($),2011,18260.0,11.0,Sheep
Grain legumes area sown (ha),2011,6.0,41.0,Sheep
Grain legumes produced (t),2011,6.0,40.0,Sheep
Grain legumes receipts ($),2011,1210.0,49.0,Sheep
Handling and marketing ($),2011,15590.0,11.0,Sheep
Hours worked on farm - total (hrsperwk),2011,75.0,4.0,Sheep
Hours worked on farm by owner manager (hrsperwk),2011,45.0,4.0,Sheep
Hours worked on farm by spouse (hrsperwk),2011,14.0,9.0,Sheep
Imputed labor cost ($),2011,67390.0,3.0,Sheep
Insurance ($),2011,9250.0,7.0,Sheep
Interest paid ($),2011,30260.0,13.0,Sheep
Lambs at 30 June (no.),2011,798.0,7.0,Sheep
Land rent ($),2011,5010.0,23.0,Sheep
Leasing charges ($),2011,970.0,104.0,Sheep
Livestock materials ($),2011,11630.0,9.0,Sheep
Livestock transfers - inwards ($),2011,1760.0,99.0,Sheep
Livestock transfers - outward ($),2011,790.0,66.0,Sheep
Lupins area sown (ha),2011,4.0,52.0,Sheep
Lupins produced (t),2011,3.0,47.0,Sheep
Lupins receipts ($),2011,740.0,64.0,Sheep
Net capital additions ($),2011,45380.0,47.0,Sheep
Oats area sown (ha),2011,22.0,16.0,Sheep
Oats produced (t),2011,21.0,21.0,Sheep
Oats receipts ($),2011,2220.0,38.0,Sheep
Off farm contracts ($),2011,11270.0,29.0,Sheep
Off farm sharefarming ($),2011,200.0,74.0,Sheep
Off-farm work for owner manager (hrsperwk),2011,8.0,24.0,Sheep
Off-farm work for spouse (hrsperwk),2011,12.0,11.0,Sheep
Oilseeds area sown (ha),2011,10.0,39.0,Sheep
Oilseeds produced (t),2011,10.0,35.0,Sheep
Oilseeds receipts ($),2011,10610.0,34.0,Sheep
Other administration expenses ($),2011,5010.0,12.0,Sheep
Other farm income ($),2011,16610.0,19.0,Sheep
Other livestock purchased ($),2011,810.0,85.0,Sheep
Other livestock receipts ($),2011,4550.0,34.0,Sheep
Other materials ($),2011,4050.0,19.0,Sheep
Other services ($),2011,7160.0,11.0,Sheep
Payments to sharefarmers ($),2011,1980.0,59.0,Sheep
Population,2011,7986.0,,Sheep
Produce purchased for resale ($),2011,330.0,115.0,Sheep
Profit at full equity ($),2011,103110.0,15.0,Sheep
Profit at full equity including capital appreciation ($),2011,98130.0,20.0,Sheep
Rams at 30 June (no.),2011,34.0,12.0,Sheep
Rate of return ex. capital appreciation (%),2011,2.6,13.0,Sheep
Rate of return inc. capital appreciation (%),2011,2.4,19.0,Sheep
Repairs and maintenance ($),2011,26950.0,8.0,Sheep
Rice area sown (ha),2011,0.0,,Sheep
Sample Contributing,2011,232.0,,Sheep
Seed ($),2011,2180.0,19.0,Sheep
Shearing crutching ($),2011,22010.0,6.0,Sheep
Sheep and lambs shorn (no.),2011,2841.0,6.0,Sheep
Sheep flock at 30 June (no.),2011,2856.0,6.0,Sheep
Sheep purchased ($),2011,22400.0,18.0,Sheep
Sheep purchased (no.),2011,113.0,22.0,Sheep
Sheep receipts ($),2011,157680.0,7.0,Sheep
Sheep sold (no.),2011,1013.0,6.0,Sheep
Shire and PPB rates ($),2011,8700.0,5.0,Sheep
Sorghum area sown (ha),2011,0.0,198.0,Sheep
Sorghum produced (t),2011,0.0,,Sheep
Sorghum receipts ($),2011,0.0,,Sheep
Steers and other beef cattle at 30 June (no.),2011,6.0,32.0,Sheep
Stores and rations ($),2011,470.0,40.0,Sheep
Telephone ($),2011,3350.0,13.0,Sheep
Total area cropped (ha),2011,169.0,19.0,Sheep
Total area irrigated (ha),2011,,,Sheep
Total cash costs ($),2011,286480.0,8.0,Sheep
Total cash receipts ($),2011,428430.0,7.0,Sheep
Total closing capital ($),2011,4036690.0,5.0,Sheep
Total crop gross receipts ($),2011,79640.0,24.0,Sheep
Total family income ($),2011,177590.0,8.0,Sheep
Total freight ($),2011,8310.0,10.0,Sheep
